classifier	best_celltype_new	name	gname	Known Marker	HSC_NO	MPP_NO	LMPP_NO	CLP_NO	pDC_NO	CMP_NO	GMP_NO	MEP_NO	HSC_VIP	MPP_VIP	LMPP_VIP	CLP_VIP	CMP_VIP	GMP_VIP	MEP_VIP	pDC_VIP
UCB202	MPP	ENSG00000128833	MYO5C	0	6.142517679	5.714919283	6.173462621	6.078266391	6.194698311	6.125006224	6.082747644	6.040046133	0.630881911	2.063516322	0.759111448	0.482180786	0.4500291	0.536776618	0.41637504	0.759386227
UCB203	MPP	ENSG00000183476	SH2D7	0	3.973135734	3.398003588	4.130148879	3.910209229	3.702091858	4.194517305	4.067860486	3.887106706	0.339688694	1.744087103	0.776712314	0.434215317	1.031369216	0.59912385	0.48858147	0.831892267
UCB204	MPP	ENSG00000127586	CHTF18	0	1.779809304	0.581189377	1.591389467	1.823684718	1.116341362	1.595105635	1.001377612	1.489611804	1.188468706	1.817244795	0.714651042	1.078907025	0.613525617	0.999417667	0.390431529	0.785536504
UCB205	MPP	ENSG00000131652	THOC6	0	0.724756758	0.101750295	0.517666336	1.318268512	0.486886508	0.840179689	0.586685502	0.801053239	0.441451099	1.599453273	0.571428739	1.607333251	0.660113643	0.371128356	0.956357526	0.724176535
UCB206	MPP	ENSG00000157106	SMG1	0	6.36354365	6.031378601	6.165983414	6.37770342	6.312928023	6.168420702	6.308893	6.314475931	1.061626749	1.753181681	0.747995837	0.939694633	0.824785321	0.460423095	0.777931012	0.566614195
UCB207	MPP	ENSG00000140807	NKD1	0	5.797518102	5.564421067	5.936700636	5.964181271	5.797109924	5.992293141	5.976440648	5.967864354	0.935958663	2.162862833	0.624128303	0.909195267	0.955263358	0.771596083	0.881551775	0.771712369
UCB208	MPP	ENSG00000166971	AKTIP	0	3.202708616	2.057333059	2.826627555	3.146094196	3.007669809	2.808752981	2.367601304	3.404765584	0.90090287	1.827499591	0.665820748	0.62357872	0.337790559	1.23366524	1.293848578	0.593714602
UCB209	MPP	ENSG00000135736	CCDC102A	0	3.467113714	2.761257415	3.42388794	3.571870615	3.956956017	3.086077322	3.408372193	3.534924953	0.61201793	1.656684192	0.671294113	0.726622646	1.021933147	0.348750799	0.53822769	1.440812837
UCB210	MPP	ENSG00000159720	ATP6V0D1	0	4.395416632	3.947086379	4.684426884	4.671429805	4.750915603	4.657810404	4.530530202	4.746411654	0.726417537	2.263706876	0.838408675	0.825074774	0.681682862	0.320234834	0.925407757	0.843534302
UCB211	MPP	ENSG00000170425	ADORA2B	0	4.001386153	3.572781338	4.366756877	4.324760369	4.115899412	4.038413304	3.770955545	4.178532178	0.369475064	2.000970395	1.274572097	1.072384634	0.457597409	1.201889555	0.567995294	0.665617725
UCB212	MPP	ENSG00000197566	ZNF624	0	4.568186288	4.152074169	4.551233132	4.569983623	5.007268898	4.328672683	4.541202392	4.541828361	0.385921418	1.719953182	0.373999331	0.301848595	0.995657032	0.214788551	0.277876019	2.117903646
UCB213	MPP	ENSG00000205309	NT5M	0	4.45343492	4.304868281	4.882920036	4.639558353	4.868859081	4.234046793	4.499119377	4.270828305	0.53085931	1.519019578	1.687744391	0.937366012	1.407160251	0.450147931	0.97848762	1.362252813
UCB214	MPP	ENSG00000275023	MLLT6	0	3.220860726	2.721829107	3.693633045	3.2782717	3.35673365	3.249091066	3.388234194	3.219754601	0.430874351	1.613908878	1.456828142	1.198888094	0.390324689	0.564817092	0.61871619	0.507720449
UCB215	MPP	ENSG00000141293	SKAP1	0	7.773253812	7.625108605	7.82414131	7.924571891	7.935708219	7.783638528	7.847379802	7.744549107	0.482102564	2.368139208	0.669113049	1.577300876	0.651963031	0.754896791	1.030948305	1.620820767
UCB216	MPP	ENSG00000153944	MSI2	0	7.812908939	7.771218556	7.876963183	8.006290128	8.13435378	7.862559083	7.868283427	7.849588558	1.144552881	1.381169874	0.746571939	1.546268402	0.744502412	0.572753022	0.527113979	2.420667761
UCB217	MPP	ENSG00000136478	TEX2	0	6.347486536	6.043514049	6.498209411	6.321342613	6.42981079	6.198625819	6.299634183	6.258010278	0.84479164	1.996441417	1.695393831	0.820778335	1.013274126	0.210862055	0.697874593	1.03819338
UCB218	MPP	ENSG00000154217	PITPNC1	0	7.621123074	7.578855805	7.735039578	7.674508118	7.856846265	7.722229625	7.633827771	7.769674147	0.990730198	1.381594152	0.816112197	1.032362705	0.593509024	0.809952723	0.997657854	1.681418633
UCB219	MPP	ENSG00000069188	SDK2	0	7.290603188	7.229887185	7.440317315	7.487633225	7.532921509	7.480782008	7.272718142	7.566100498	1.29346114	1.788849149	0.858509383	1.16670702	0.906772803	1.300282433	1.58731213	1.12217316
UCB220	MPP	ENSG00000116017	ARID3A	0	3.777868755	3.00392577	3.879427261	4.250784957	3.914291583	3.666793441	3.837763037	3.975666515	0.98295309	2.503124837	0.861436267	1.510388402	0.765759544	0.456888263	0.993123361	0.743346272
UCB221	MPP	ENSG00000104833	TUBB4A	0	2.585624317	1.057359564	1.714427014	2.245207983	1.707690961	1.474049359	1.76377247	1.420150456	1.907144626	1.508719217	0.65593053	0.980411067	0.796462223	0.32193333	0.80603598	0.333133882
UCB222	MPP	ENSG00000105520	LPPR2	0	1.916025696	1.516029357	2.84279763	2.302634781	1.969022788	1.905597443	2.281499254	2.168331131	0.590008269	1.378253063	1.637466891	0.563635848	0.593645032	0.437477533	0.528494802	0.600581235
UCB223	MPP	ENSG00000127530	OR7C1	0	0.159327959	0.111803266	0.197442361	0.490413132	0.911947309	0.554507961	0.106351553	0.191300005	0.701834293	0.935961179	0.531815781	0.905578383	1.119019445	0.889425915	0.54200252	2.04344697
UCB224	MPP	ENSG00000099331	MYO9B	0	5.855691469	5.565545358	5.78153496	6.057567305	5.798022092	6.052014184	5.900668752	6.009394148	0.862589724	2.16209169	0.973866566	1.368738989	1.381231053	0.489659524	1.010523672	0.892277942
UCB225	MPP	ENSG00000179913	B3GNT3	0	2.797567417	2.284126676	2.447051009	3.674259026	2.898028186	3.168193759	3.080413927	2.435414995	0.649265568	1.375128542	1.036443658	1.766972308	1.021579594	0.697921066	1.056244847	0.62337213
UCB226	MPP	ENSG00000105171	POP4	0	2.672470591	1.990632893	2.910122347	3.001093718	3.02355317	2.507840192	2.581884337	2.956501783	0.685984667	1.732138936	0.931587765	1.525687994	1.01015629	0.720432552	0.93828421	0.966593788
UCB227	MPP	ENSG00000251247	ZNF345	0	5.210429032	4.742805027	5.171878584	5.22123159	5.180973936	5.087030623	4.88162142	5.284457083	0.643474226	1.949868665	0.56148368	0.578972282	0.306342652	1.118752361	0.881872863	0.585136907
UCB228	MPP	ENSG00000007047	MARK4	0	6.593802597	6.467529347	6.518734869	6.853478546	6.799282278	6.731955365	6.586623496	6.74561542	1.329357675	1.731336241	1.415472152	1.905190054	1.042208945	0.845952314	1.019547977	1.343567583
UCB229	MPP	ENSG00000024422	EHD2	0	3.30306356	2.85686548	3.562405809	4.101200792	3.598345683	3.349688751	3.445101354	3.036722301	0.604899558	1.495126545	1.049552529	1.692096363	0.628062406	0.534090042	1.098282486	0.721885182
UCB230	MPP	ENSG00000182324	KCNJ14	0	1.868236469	1.539992622	2.258480158	2.987703188	2.295834246	1.983452672	3.070780125	1.9588536	0.947106231	1.519792159	0.538345898	1.549285102	0.819218702	2.003314979	0.744254954	0.765835842
UCB231	MPP	ENSG00000174951	FUT1	0	1.445872028	0.766576348	1.289716035	1.766646435	2.195239785	1.881527576	0.99237871	1.847192192	0.393878444	1.701793138	0.579476926	0.782420538	1.076502697	1.249742634	0.84209178	1.398679614
UCB232	MPP	ENSG00000104812	GYS1	0	3.0869712	2.440301036	2.870026011	3.68270517	3.207217132	3.591712271	3.27412999	3.076597638	0.643698624	2.010766649	1.003146467	1.45278224	1.431943498	0.561613105	0.319105381	0.775584804
UCB233	MPP	ENSG00000152439	ZNF773	0	3.096876502	2.300557784	3.163400671	3.476066255	3.421102249	3.539326447	3.058522905	3.397004871	0.567905053	2.339229806	0.743974342	0.960235496	1.11046869	0.661931032	0.685613574	0.731109233
UCB234	MPP	ENSG00000143882	ATP6V1C2	0	5.336613345	5.253660788	5.536501441	5.572231006	5.467500034	5.785160631	5.568129137	5.522970684	1.13612626	1.500189219	0.406054409	0.961599532	1.893373987	0.469110606	0.529073619	0.444254936
UCB235	MPP	ENSG00000143994	ABHD1	0	1.988160004	1.537946466	2.061932998	2.048391328	2.625267299	2.713664405	2.201376483	1.639161632	0.29560754	1.363036802	0.249298469	0.212147321	1.711264494	0.404408974	1.166780341	1.270926457
UCB236	MPP	ENSG00000221843	C2orf16	0	2.185838352	1.527929858	2.848071567	2.078304675	1.643368327	1.822941284	2.312704716	2.101317242	0.28205134	1.224070796	1.702114701	0.544682316	0.685087822	0.568259377	0.492854673	1.028801575
UCB237	MPP	ENSG00000068784	SRBD1	0	7.416055663	7.356159319	7.396483578	7.535607066	7.601379227	7.494668677	7.490951336	7.417128217	0.934710041	1.314501745	0.776444557	0.978308535	0.681174047	0.537440041	0.849923403	1.624014134
UCB238	MPP	ENSG00000169604	ANTXR1	0	7.637346966	7.442753466	7.568900045	7.635157303	7.524106737	7.693018363	7.575815591	7.647231516	0.618642832	1.870688249	0.475433137	0.76080427	1.35508894	0.470727675	0.703793219	0.821978072
UCB239	MPP	ENSG00000186854	TRABD2A	0	6.191242526	5.713374264	5.902731398	5.91271174	5.749353108	5.906517117	5.884640654	5.782537139	2.234875175	1.2210714	0.206136664	0.222115406	0.482343641	0.309479526	0.86001275	0.894352563
UCB240	MPP	ENSG00000144063	MALL	0	3.834913262	3.125598039	3.562657372	4.066306947	3.869373124	3.954039942	3.949367405	3.928439754	0.565119724	2.365920712	0.826838217	0.984973917	0.73688099	0.714500716	0.703051131	0.537025368
UCB241	MPP	ENSG00000171227	TMEM37	0	1.878949578	1.192248074	2.423235969	2.614539716	2.500167871	2.002022689	2.913727069	2.516617091	0.829405949	2.226807497	0.525576398	0.769608675	0.708695318	1.55463095	0.711826767	0.594352478
UCB242	MPP	ENSG00000163331	DAPL1	0	5.703120498	5.676396101	5.715514534	5.704397822	5.829132739	5.69900231	6.016734724	5.797175623	0.503405134	0.948844218	0.925982101	0.557021537	0.549512199	1.880266933	0.401668807	0.59470945
UCB243	MPP	ENSG00000152253	SPC25	0	6.010642191	5.832658036	6.119170459	6.12975483	5.991758234	6.081546949	6.11856447	6.014810063	0.337849718	1.852107848	1.243337866	1.087194051	0.557089628	0.805208436	0.347187357	0.411971855
UCB244	MPP	ENSG00000163286	ALPPL2	0	0.675251118	0	0.427329802	0.725960507	0.621257333	0.792917597	1.151722047	0.367455765	0.405369271	1.789998448	0.531141377	0.46230702	0.936732825	1.741791282	0.688935915	0.366024423
UCB245	MPP	ENSG00000242372	EIF6	0	1.236885885	1.105347405	1.176216384	1.890973348	2.413742575	1.189981994	1.728779872	1.20158794	0.545879056	0.9026943	0.63565375	1.007226869	0.734113718	0.716488798	0.661373893	1.991250352
UCB246	MPP	ENSG00000183255	PTTG1IP	0	3.314819841	2.392984873	2.984272991	2.898515192	3.858611955	3.533083362	3.752594719	3.551917827	0.420033592	2.088575126	0.699721712	1.167097352	0.844715524	1.340688898	0.841433979	1.341955782
UCB247	MPP	ENSG00000160255	ITGB2	0	4.280220402	3.449475532	3.961979573	4.196926389	4.384715591	4.068527541	4.005308323	3.872456834	1.047147472	1.950013853	0.526257465	0.677521496	0.53383707	0.197155395	0.640448901	1.103736
UCB248	MPP	ENSG00000100395	L3MBTL2	0	2.852923833	2.670697438	3.673859187	3.38638067	3.971833093	3.290829162	3.37629976	3.733195802	1.413154258	1.76102919	1.001956294	0.506282324	0.303672617	0.339629642	1.1719055	1.51811212
UCB249	MPP	ENSG00000100227	POLDIP3	0	3.998146392	3.802646158	4.105933891	3.996122901	4.194739131	3.98809452	4.52919427	4.256134767	0.490287851	1.246623632	0.202759293	0.746350949	0.633708567	1.894489564	0.716900844	0.411149013
UCB250	MPP	ENSG00000132164	SLC6A11	0	6.479271799	6.43824994	6.485236675	6.600312601	6.449416393	6.543802508	6.720292152	6.641393547	0.759141743	1.129541916	0.658311286	0.603348046	0.632293965	1.865147116	1.071970532	0.946204655
UCB251	MPP	ENSG00000172939	OXSR1	0	5.997414636	5.84287991	6.130232702	6.101095138	6.053190468	6.168256156	6.184439312	6.274665372	0.826800658	1.937492614	0.484943793	0.674283881	0.682327226	0.771342574	1.491377839	0.741800163
UCB252	MPP	ENSG00000041880	PARP3	0	1.491045624	0.646771965	1.171754164	1.906938171	2.237764264	1.931174889	1.726380004	1.305299783	0.492952228	1.877051628	0.90634245	0.926600187	1.053615035	0.658412362	0.577691841	1.414981126
UCB253	MPP	ENSG00000163412	EIF4E3	0	5.931016853	5.6518798	5.827718535	6.1515383	5.890925896	5.828397131	5.917720695	6.018043316	0.364103872	1.871739419	0.681971905	1.840930502	0.69568727	0.212853476	0.903784871	0.316630067
UCB254	MPP	ENSG00000144893	MED12L	0	8.17474453	7.977315817	8.089515213	8.198304918	8.107747834	8.066360771	8.051689422	8.11227082	1.255588795	1.838783031	0.389888837	1.393052584	0.608171723	0.795601625	0.221394075	0.154470112
UCB255	MPP	ENSG00000169313	P2RY12	0	5.274637826	5.05243174	5.399408456	5.386698459	5.434831623	5.400312869	5.135559847	5.33430975	0.462186969	1.672535176	0.661535189	0.871256814	0.80395438	1.177737737	0.358613369	0.803988919
UCB256	MPP	ENSG00000114315	HES1	0	1.075699776	0.252838999	0.622891687	0.60563506	0.82084897	1.493503503	0.951556593	0.514093873	0.817320369	1.381974109	0.542380026	0.561248854	2.006255827	0.435855848	0.805534714	0.195795611
UCB257	MPP	ENSG00000213123	TCTEX1D2	0	3.846013417	3.340219037	3.85878716	4.32838004	4.173448233	3.932378879	3.635668429	3.846268984	0.489734292	1.791829118	0.647245724	1.478832227	0.504908961	0.964803751	0.471601145	1.009090651
UCB258	MPP	ENSG00000151552	QDPR	0	5.322038775	4.889702161	5.391293484	5.266915735	5.062433934	5.170918752	5.181508304	5.156699012	1.023058682	1.875101351	1.330357767	0.501703165	0.335056975	0.245526737	0.314731139	0.845422463
UCB259	MPP	ENSG00000138778	CENPE	0	6.444850978	6.071791836	6.351577735	6.230936113	6.403936324	6.268769434	6.306918686	6.319130482	1.275835	1.74932623	0.435890834	0.513344549	0.369460143	0.338583317	0.814196077	0.791130866
UCB260	MPP	ENSG00000153132	CLGN	0	4.874965971	4.524016616	4.987309043	5.068994479	4.734691466	4.991096085	5.159662915	4.981708826	0.468933002	2.249495199	0.636259608	0.807832879	0.483047842	1.458852442	0.801208904	0.97016057
UCB261	MPP	ENSG00000137628	DDX60	0	6.512273082	6.306002603	6.603931336	6.475169545	6.570942094	6.424891825	6.540526264	6.601334527	0.159585736	1.9032762	0.983361692	0.301103646	0.841248893	0.505136977	1.031019721	0.650632904
UCB262	MPP	ENSG00000168310	IRF2	0	5.791096114	5.610564899	5.936672845	5.857546988	5.906229645	5.880323993	5.729389394	5.907078618	0.690696527	1.753307828	1.10820666	0.600948133	0.625982903	0.889119746	0.766136739	0.656710524
UCB263	MPP	ENSG00000067248	DHX29	0	5.225732178	5.081448199	5.445252904	5.133567969	5.580525817	5.216185695	5.224917231	5.31195214	0.563690603	1.240205674	1.0546827	0.794309052	0.497036679	0.385575096	0.525067267	1.663180689
UCB264	MPP	ENSG00000145703	IQGAP2	0	7.602400967	7.563945926	7.770519667	7.822988931	7.806038313	7.675396284	7.625602118	7.63417847	1.179196078	1.539742998	1.191106503	1.677668436	0.439639866	0.783359851	0.78691378	1.400361692
UCB265	MPP	ENSG00000113356	POLR3G	0	5.210239298	4.839111215	5.211112089	4.925739952	5.200340776	5.127443964	5.155419799	5.279018424	0.545525707	1.614933726	0.592106306	0.880318558	0.338205799	0.420220681	0.856297762	0.439956074
UCB266	MPP	ENSG00000145781	COMMD10	0	8.063873775	7.979042744	8.063938162	8.051308594	8.206074854	8.1071591	8.149652943	8.05899607	0.31888437	1.525243761	0.464505883	0.365427973	0.63295146	1.155588932	0.343321071	1.719055408
UCB267	MPP	ENSG00000176087	SLC35A4	0	1.529416953	0.54802908	1.623198902	1.99571387	1.593360144	1.814477635	0.957989732	0.975569598	0.703911172	1.900933394	0.755591523	1.349296541	1.145284093	1.091321831	1.012926135	0.577811865
UCB268	MPP	ENSG00000157510	AFAP1L1	0	5.666224899	5.447636353	5.868650529	5.723284415	5.749609142	5.681509647	5.736499192	5.596342474	0.213727632	1.70592423	1.3567248	0.441771126	0.272404931	0.66863746	0.668131499	0.487595087
UCB269	MPP	ENSG00000113716	HMGXB3	0	5.311407906	4.952934468	5.285536384	5.475210343	5.246732357	5.396796638	5.107504491	5.294161753	0.418455006	1.829981375	0.480249527	1.041137245	0.7635042	0.889951553	0.604337528	0.318457958
UCB270	MPP	ENSG00000234284	ZNF879	0	2.372931875	2.096073417	2.486793672	2.493486278	3.139627652	2.5253882	2.285824768	3.213508287	0.550875436	1.080801429	0.555024999	0.851171576	0.422624418	0.807130758	1.680349037	1.228424447
UCB271	MPP	ENSG00000172197	MBOAT1	0	6.325360625	6.053638227	6.37292549	6.510745536	6.329157594	6.351342133	6.311466029	6.076145778	0.485508	1.913656942	0.804300051	1.642660682	0.664122831	0.293344654	1.857958395	0.440311756
UCB272	MPP	ENSG00000145996	CDKAL1	0	9.096477183	9.01405329	9.191639795	9.197817586	9.215383713	9.051458933	9.147086081	9.068155836	0.421413739	1.718569142	1.231639371	1.280618985	1.272196955	0.549472758	0.898639124	1.419475974
UCB273	MPP	ENSG00000204410	MSH5	0	3.22779343	2.718280668	3.779757103	3.676286381	3.769371575	3.738644765	3.662613718	3.549562083	0.939409577	2.263322498	0.937249882	0.731024391	0.926860019	0.643247575	0.339877192	0.773444389
UCB274	MPP	ENSG00000187189	TSPYL4	0	1.846575969	0.622186382	1.612984697	1.543491664	1.5288183	1.086021819	1.70383589	1.704940097	0.963510099	1.939312121	0.643408266	0.774177257	0.968298547	0.596146459	0.680688768	0.350130462
UCB275	MPP	ENSG00000272047	GTF2H5	0	4.430181079	3.846544559	4.647411491	4.628022373	4.507982885	4.59346926	4.371817736	4.555667363	0.276278136	2.582503224	1.030402828	0.800617331	0.719870949	0.449387283	0.51404141	0.354866439
UCB276	MPP	ENSG00000182095	TNRC18	0	5.366525755	5.217398014	5.518687669	5.853652731	5.613276953	5.60552871	5.443338006	5.320338425	1.215465977	1.765528606	1.110974082	2.174462421	1.092083558	0.669960898	1.120154012	1.034158957
UCB277	MPP	ENSG00000122691	TWIST1	0	6.467773652	6.292587073	6.505585693	6.356671759	6.417301219	6.340839057	6.663169026	6.415587253	0.570325514	1.14752443	0.73146416	0.606090241	0.77995768	1.768344981	0.529968921	0.520248284
UCB278	MPP	ENSG00000105997	HOXA3	0	4.353130171	3.937695488	4.502014311	4.920093839	4.770157994	4.516430516	4.625093466	4.462551196	0.812972011	2.238589333	0.659712298	1.585219265	0.534177195	0.692315198	1.127535741	1.136244613
UCB279	MPP	ENSG00000106006	HOXA6	0	0.88611209	0.79522227	0.943199027	1.116229037	1.920203921	1.848454646	1.158013426	1.075512426	0.840676706	0.980172484	0.719164256	0.825997802	1.758364684	0.36533922	0.386194075	1.550267152
UCB280	MPP	ENSG00000196262	PPIA	0	3.992602849	3.609107813	4.308226418	4.41958003	3.932880083	4.14384669	3.976804271	4.07202298	0.334992987	1.713895567	0.988443175	1.46426841	0.557210471	0.43483838	0.141109932	0.527564674
UCB281	MPP	ENSG00000166529	ZSCAN21	0	3.187318598	2.445801	3.395357102	3.592147825	3.080453903	3.10248938	3.15932426	3.295914913	0.240640939	2.000048934	0.68583488	1.100815507	0.347221461	0.148003844	0.498461408	0.470840553
UCB282	MPP	ENSG00000106404	CLDN15	0	1.63886378	0.537436143	1.365811261	1.712801505	2.380668967	1.235270295	1.894077903	1.316423149	0.662014084	2.111862426	0.460036052	0.729758689	0.712942363	1.099542665	0.677915401	1.805396253
UCB283	MPP	ENSG00000105819	PMPCB	0	4.561120414	4.215346457	4.743204362	4.657509492	4.53370428	4.847021145	4.693387146	4.860245607	0.672236894	1.839182076	0.493576205	0.434967161	1.011467541	0.271658045	0.996450815	0.518214794
UCB284	MPP	ENSG00000173281	PPP1R3B	0	2.977768134	2.353731205	3.377861518	3.266448069	3.457989379	3.342767554	3.493351813	3.095840585	0.592076816	1.996038038	0.732169583	0.470741211	0.621764411	1.02684171	0.204156719	0.760842293
UCB285	MPP	ENSG00000134020	PEBP4	0	7.534450774	7.440927805	7.481979724	7.708376183	7.532495784	7.68781899	7.503353958	7.556309372	0.583202505	1.56956111	1.040093321	1.616334743	1.69090235	0.775224491	0.30935382	0.750748187
UCB286	MPP	ENSG00000186918	ZNF395	0	5.073651202	4.740675216	5.158675787	5.207274251	4.973887725	5.302705793	5.13070038	4.901281076	0.472147734	1.838527655	0.744552819	0.887723652	1.527542819	0.502859602	1.043390653	0.629954778
UCB287	MPP	ENSG00000029534	ANK1	MPP	7.43928605	7.295608784	7.391971589	7.387244155	7.472376141	7.538711385	7.426509641	7.443519189	0.690551781	1.511803893	0.751984459	0.969078888	1.653326705	0.28923482	0.674055074	0.660613782
UCB288	MPP	ENSG00000076554	TPD52	0	7.285066812	7.159731916	7.307085942	7.235974497	7.344645993	7.357385667	7.356037997	7.256747897	0.192603224	1.7658197	0.374233233	0.685761831	1.139251273	1.05589256	0.395423729	0.744446072
UCB289	MPP	ENSG00000048392	RRM2B	0	4.960857711	4.463823942	4.636703429	4.934407796	4.896918465	4.781064037	5.07370578	4.650832853	0.900604717	1.757790583	0.981551755	0.674625982	0.319796805	1.30131602	0.794977675	0.427916472
UCB290	MPP	ENSG00000214814	FER1L6	0	7.54521602	7.536630389	7.604132967	7.701216786	7.796005214	7.579084447	7.741134689	7.626885633	1.334222361	1.543615192	0.521670139	1.084452245	0.884093538	1.644988452	0.514343069	2.034777684
UCB291	MPP	ENSG00000104518	GSDMD	0	1.001846506	0.717036084	1.136303651	1.933447271	2.465703094	1.320842439	1.562034992	1.818221834	1.160421032	1.658740531	0.93560514	1.249455524	0.835397086	0.53343888	0.944453719	2.009873823
UCB292	MPP	ENSG00000235173	FAM203A	0	0.600983707	0.177834458	0.313833705	1.294378244	0.431576992	0.543698172	0.615913818	0.323825465	0.333060123	1.113635914	0.801468067	2.088920918	0.33170916	0.388305515	0.754383328	0.524800481
UCB293	MPP	ENSG00000154537	FAM27C	0	0	0	0	0.065818429	0.134946578	0.405055761	0	0	0.617727776	0.678780638	0.53648583	0.515346107	2.810746016	0.604818079	0.588945529	0.478863085
UCB294	MPP	ENSG00000135040	NAA35	0	5.997434946	5.823776714	6.160612083	5.962335723	5.966224308	5.921262695	6.031132812	5.873831418	0.411828437	1.129089409	1.596788202	0.702375441	0.466850174	0.623129516	1.059623647	0.574878472
UCB295	MPP	ENSG00000059769	DNAJC25	0	3.924928633	3.008520652	3.739241155	4.215452087	4.275868982	3.972690305	3.836492214	3.971578504	0.528335982	2.63187532	0.564706416	1.142980787	0.839894377	0.507559645	0.438171356	1.257001111
UCB296	MPP	ENSG00000160271	RALGDS	0	4.090089658	3.366442248	3.894336502	4.605731283	4.096940382	4.497039916	4.26550135	3.938132251	0.603597083	2.236900427	0.989065624	1.536345863	1.461960813	0.662095727	0.828118853	0.562571253
UCB297	MPP	ENSG00000186350	RXRA	0	5.318252197	5.021681396	5.30933007	5.651903407	5.536833767	5.598885831	5.662653054	5.445850062	1.245679295	2.145317199	1.060872988	1.70415903	1.158908817	1.314589414	0.480019534	0.937891789
UCB298	MPP	ENSG00000176978	DPP7	0	0.709623634	0.131091331	0.659249795	0.580270427	1.185145365	0.262354025	0.804003426	0.366203864	0.893636345	1.263201336	0.534441341	0.562119117	1.014244421	0.835898175	0.631963148	1.641608162
UCB299	MPP	ENSG00000176058	TPRN	0	2.247671865	1.036713843	1.904444929	2.32489007	2.334177046	2.380221919	2.478785524	1.762139457	0.766432829	2.200938199	0.567555387	0.84435628	0.926877764	1.047464845	0.710020681	0.721907416
UCB300	LMPP	ENSG00000224870	RP4-758J18.2	0	0.870922027	0.284573654	0.066444753	0.372635697	0.271521668	0.616411379	0.648428175	0.187310863	1.737843617	0.56249496	1.188617298	0.722466133	0.798396942	0.812618798	0.895929059	0.84415373
UCB301	LMPP	ENSG00000162591	MEGF6	0	5.325761849	5.177403436	4.937090948	5.560141005	5.63813219	5.592387367	5.379764352	5.367851394	1.201308757	1.301886739	2.141462229	1.659691314	1.474890832	0.597832718	0.600623156	1.447456637
UCB302	LMPP	ENSG00000117245	KIF17	0	4.87672421	4.889197787	4.403442887	4.799672703	4.671662555	4.891536838	4.91824199	4.920146265	0.600512023	0.614018865	1.966588675	0.693602522	0.607158182	0.640752119	0.782827365	0.735189379
UCB303	LMPP	ENSG00000197245	FAM110D	0	0.722924419	0.945811932	0.522920946	1.766236302	0.809311749	0.600461189	1.060999239	0.771539082	0.600432849	0.445038445	0.987314409	2.120846887	0.956126664	0.475847229	0.369745264	0.561423412
UCB304	LMPP	ENSG00000117013	KCNQ4	0	4.769925431	4.884928672	4.541106916	5.157940774	4.855129205	4.934751394	4.665911179	4.589404602	0.593501959	0.816493227	1.313573547	1.664318724	0.861915258	0.862502076	1.132206005	0.648894771
UCB305	LMPP	ENSG00000116752	BCAS2	0	3.549345662	3.198426491	2.571302556	3.255985902	3.612933188	3.370937703	3.275542522	2.968838403	1.052524954	0.499976877	1.649226113	0.763892654	0.55482578	0.468446819	0.748364316	0.982248812
UCB306	LMPP	ENSG00000162836	ACP6	0	4.696923121	4.788554387	4.274322522	5.074744087	5.06958733	4.775985261	4.765177976	4.760407715	0.56425629	0.555450381	2.178201468	1.366876789	0.468238515	0.307381182	0.179902949	1.303545496
UCB307	LMPP	ENSG00000184270	HIST2H2AB	0	0	0.477255013	0	0	0	0.07035814	0	0	0.616900872	2.897966047	0.6926056	0.480961031	0.351154899	0.613504316	0.602001467	0.506962644
UCB308	LMPP	ENSG00000143630	HCN3	0	2.262972535	2.491969046	1.591300909	3.017467022	2.688990083	2.874424464	2.819489412	2.039901056	0.528556963	0.437921301	1.926191749	1.228744991	1.153233808	0.897136826	1.00701115	0.505197009
UCB309	LMPP	ENSG00000066294	CD84	0	4.773060412	4.643596542	4.161492436	4.729569471	4.846781813	4.544084004	4.722605505	4.733590555	0.904076232	0.523411357	1.989104148	0.891172611	0.659393441	0.566269919	0.479689507	0.891395277
UCB310	LMPP	ENSG00000116741	RGS2	0	1.104983183	0.722363038	0.547054873	1.396559263	1.030682259	1.536581977	0.891399792	0.726752533	0.469221157	0.730328836	1.12761926	1.020976728	1.649015046	0.376013613	0.768620329	0.814864887
UCB311	LMPP	ENSG00000182004	SNRPE	0	2.397268988	2.251705139	1.409460069	2.579780028	2.778504992	2.206397641	1.977203804	2.564217485	0.454573328	0.240409091	1.846950389	0.734317191	0.412003595	0.734088308	0.820604739	1.057851387
UCB312	LMPP	ENSG00000143493	INTS7	0	6.266868678	6.333635618	6.012062842	6.242032538	6.370248779	6.057106194	6.165259404	6.247930615	0.620805716	1.245567596	1.693495571	0.370704486	1.483052598	0.380245123	0.418857708	1.25964439
UCB313	LMPP	ENSG00000152455	SUV39H2	0	4.522520139	4.362005372	3.811057412	4.280245773	4.362191616	3.898631659	3.920605846	3.906534772	1.652640716	0.910899404	1.232106429	0.595102789	1.201625717	0.879438108	1.071432877	0.848100233
UCB314	LMPP	ENSG00000260314	MRC1	0	6.417312461	6.187615774	6.147382606	6.21755716	6.269595818	6.298604992	6.504763538	6.49763627	0.966169689	1.162328728	1.498854258	0.869293645	0.764829689	1.734995428	1.675859827	0.674828096
